INTDATE,AIRLINE,FLIGHT,DESTINATION,DESTGEO,DESTMARK,GATE,BAREA,STRATA,PEAK,HOWLONG,METHOD,Q2PURP1,Q2PURP2,Q2PURP3,Q3GETTO1,Q3GETTO2,Q3GETTO3,Q3PARK,Q4BAGS,Q4STORE,Q4FOOD,Q4WIFI,Q5TIMESFLOWN,Q5FIRSTTIME,Q6LONGUSE,SAQ,Q8COM1,Q8COM2,Q8COM3,Q9BOARDING,Q9AIRTRAIN,Q9RENTAL,Q9FOOD,Q9RESTROOM,Q9ALL,Q9COM1,Q9COM2,Q9COM3,Q10SAFE,Q10COM1,Q10COM2,Q10COM3,Q11TSAPRE,Q12PRECHEKCRATE,Q12COM1,Q12COM2,Q12COM3,Q13COUNTY,Q13GETRATE,Q14FIND,Q14PASSTHRU,Q15PROBLEM,Q15COM1,Q15COM2,Q15COM3,Q16LIVE,HOME,Q18AGE,Q19GENDER,Q20INCOME,Q21FLY,Q22SJC,Q22OAK,LANG,WEIGHT,Q7ART,Q7FOOD,Q7STORE,Q7SIGN,Q7WALKWAYS,Q7SCREENS,Q7INFODOWN,Q7INFOUP,Q7WIFI,Q7ROADS,Q7PARK,Q7AIRTRAIN,Q7LTPARKING,Q7RENTAL,Q7ALL
16,21,1435,49,1,1,11,0,1,1,115,1,3,-1,-1,6,-1,-1,-1,1,1,2,1,3,1,2,2,-1,-1,-1,5,4,6,4,4,4,-1,-1,-1,5,1,-1,-1,2,0,-1,-1,-1,1,4,5,4,2,-1,-1,-1,3,12,2,1,1,2,2,1,1,-1,4,4,6,4,4,5,6,6,5,6,6,4,6,6,5
16,21,1435,49,1,1,11,0,1,1,-1,1,1,-1,-1,6,-1,-1,-1,1,2,1,1,2,1,4,2,-1,-1,-1,5,5,6,4,4,4,-1,-1,-1,5,-1,-1,-1,2,0,-1,-1,-1,7,3,4,4,2,-1,-1,-1,3,12,4,1,4,2,1,2,1,-1,4,4,4,4,4,4,4,4,5,6,6,4,6,6,4
16,21,1435,49,1,1,11,0,1,1,135,1,6,-1,-1,5,-1,-1,-1,0,0,1,0,4,1,3,2,-1,-1,-1,4,3,4,3,4,4,-1,-1,-1,5,2,-1,-1,2,0,-1,-1,-1,5,4,4,4,2,-1,-1,-1,1,90,0,0,0,2,0,0,1,-1,4,4,3,3,4,4,4,4,4,4,6,3,6,4,4
16,21,1435,49,1,1,11,0,1,1,65,1,2,3,-1,2,-1,-1,-1,1,1,2,1,2,1,4,2,-1,-1,-1,5,6,6,6,5,5,-1,-1,-1,4,-1,-1,-1,2,0,-1,-1,-1,2,5,5,5,2,-1,-1,-1,3,12,4,2,3,1,2,2,1,-1,6,6,5,4,5,5,3,3,5,5,6,6,6,6,5
16,21,1435,49,1,1,11,0,1,1,85,1,1,-1,-1,9,-1,-1,-1,1,2,2,1,3,1,4,2,706,404,-1,5,5,5,5,5,5,-1,-1,-1,5,-1,-1,-1,1,5,-1,-1,-1,1,5,5,4,2,-1,-1,-1,3,10,1,1,4,2,2,1,1,-1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
16,21,1435,49,1,1,11,0,1,1,85,1,2,5,-1,1,-1,-1,3,2,2,2,2,4,1,4,2,-1,-1,-1,4,4,4,4,4,4,-1,-1,-1,4,-1,-1,-1,1,5,-1,-1,-1,4,4,4,2,2,-1,-1,-1,1,90,7,1,0,2,2,2,1,-1,5,4,4,4,4,3,6,6,6,4,4,6,4,6,4
16,21,1435,49,1,1,11,0,1,1,70,1,3,-1,-1,2,-1,-1,-1,2,2,2,2,4,1,3,2,202,-1,-1,5,5,6,4,4,4,-1,-1,-1,5,4,-1,-1,2,0,-1,-1,-1,5,5,5,4,2,-1,-1,-1,1,1,2,1,3,2,1,1,1,-1,4,2,3,4,4,4,4,4,6,4,6,5,6,6,4
16,21,1435,49,1,1,11,0,1,1,115,1,2,-1,-1,7,-1,-1,-1,1,2,2,2,2,1,1,2,-1,-1,-1,5,6,6,6,4,4,-1,-1,-1,5,4,-1,-1,1,4,11,-1,-1,5,4,5,4,2,-1,-1,-1,3,14,1,2,1,2,2,2,1,-1,4,4,4,4,4,4,4,4,4,4,4,4,4,6,4
16,21,1435,49,1,1,11,0,1,1,260,1,3,-1,-1,4,-1,-1,-1,2,2,1,1,3,1,3,2,-1,-1,-1,5,5,5,5,5,5,-1,-1,-1,5,-1,-1,-1,1,5,-1,-1,-1,6,5,5,5,2,-1,-1,-1,1,2,5,2,2,3,2,2,1,-1,5,5,5,5,5,5,5,5,5,6,6,6,6,6,5
16,21,1435,49,1,1,11,0,1,1,100,1,4,-1,-1,5,-1,-1,-1,1,2,1,2,1,1,4,2,-1,-1,-1,5,0,0,5,5,5,-1,-1,-1,3,-1,-1,-1,2,0,-1,-1,-1,0,5,5,5,2,-1,-1,-1,3,10,5,0,4,2,2,1,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,21,1435,49,1,1,11,0,1,1,55,1,1,-1,-1,6,-1,-1,-1,2,2,1,2,4,1,1,2,202,-1,-1,5,5,4,5,5,5,-1,-1,-1,5,-1,-1,-1,2,6,-1,-1,-1,5,5,5,5,2,-1,-1,-1,3,10,3,2,2,2,2,1,1,-1,5,3,5,5,5,5,5,5,5,5,5,5,5,5,4
16,21,1435,49,1,1,11,0,1,1,55,1,3,-1,-1,5,-1,-1,-1,2,2,2,2,2,1,4,2,-1,-1,-1,5,5,4,4,5,5,-1,-1,-1,4,-1,-1,-1,1,5,2,-1,-1,5,5,5,5,2,-1,-1,-1,1,1,4,1,1,2,2,2,1,-1,5,3,3,4,4,4,6,6,4,4,2,4,4,6,4
16,21,1435,49,1,1,11,0,1,1,75,1,3,-1,-1,2,-1,-1,-1,0,0,0,0,2,1,4,2,-1,-1,-1,0,6,6,3,3,3,-1,-1,-1,4,-1,-1,-1,2,0,-1,-1,-1,5,4,4,4,2,-1,-1,-1,1,1,3,2,1,2,2,2,1,-1,3,3,3,4,4,4,6,6,4,4,6,6,6,6,4
16,21,1435,49,1,1,11,0,1,1,100,1,3,-1,-1,6,-1,-1,-1,2,2,1,2,2,1,2,2,501,309,-1,5,4,6,5,4,5,-1,-1,-1,4,5,-1,-1,2,0,-1,-1,-1,7,4,3,4,2,-1,-1,-1,1,5,3,1,2,2,1,2,1,-1,4,4,4,3,4,5,6,6,2,3,3,4,3,6,4
16,10,211,89,8,2,4,0,2,3,235,1,3,-1,-1,3,-1,-1,-1,1,2,1,1,1,1,4,1,-1,-1,-1,4,4,6,4,3,4,-1,-1,-1,4,1,-1,-1,2,0,-1,-1,-1,11,6,4,5,2,-1,-1,-1,3,10,5,1,3,3,1,1,1,-1,4,4,3,4,4,6,6,5,4,3,5,6,3,4,4
16,10,211,89,8,2,4,0,2,3,160,1,2,6,-1,2,-1,-1,-1,1,1,1,2,1,2,1,2,999,-1,-1,4,6,6,4,4,4,-1,-1,-1,4,1,-1,-1,2,0,-1,-1,-1,9,5,5,5,2,-1,-1,-1,3,10,4,1,1,2,1,2,1,-1,6,4,4,4,4,4,4,4,6,4,6,6,6,6,5
16,10,211,89,8,2,4,0,2,3,170,1,2,-1,-1,5,-1,-1,-1,1,1,2,2,2,1,2,2,111,-1,-1,3,6,6,3,2,2,-1,-1,-1,4,-1,-1,-1,2,0,-1,-1,-1,5,0,0,0,0,-1,-1,-1,1,1,3,2,1,3,2,2,1,-1,4,4,3,2,3,3,3,3,1,2,6,6,6,6,3
16,10,211,89,8,2,4,0,2,3,130,1,2,-1,-1,3,-1,-1,-1,1,2,2,1,1,2,1,2,-1,-1,-1,4,4,4,4,3,4,-1,-1,-1,4,-1,-1,-1,3,0,-1,-1,-1,11,3,3,3,2,-1,-1,-1,3,16,0,2,1,3,2,2,1,-1,3,3,3,2,3,3,3,4,0,0,0,0,0,3,3
16,10,211,89,8,2,4,0,2,3,130,1,2,-1,-1,4,-1,-1,-1,2,1,2,1,3,1,4,2,11,-1,-1,3,6,6,3,3,4,-1,-1,-1,5,-1,-1,-1,2,0,-1,-1,-1,5,5,5,5,2,-1,-1,-1,1,1,5,1,4,2,2,1,1,-1,5,4,3,4,4,5,6,6,5,4,3,6,3,6,4
16,10,211,89,8,2,4,0,2,3,-1,1,1,-1,-1,2,-1,-1,-1,1,1,2,1,3,1,4,2,-1,-1,-1,4,6,6,5,4,4,-1,-1,-1,5,-1,-1,-1,2,0,-1,-1,-1,7,3,5,4,2,-1,-1,-1,1,4,6,1,4,2,1,1,1,-1,4,4,4,4,4,4,4,4,4,4,3,6,6,6,4
16,10,211,89,8,2,4,0,2,3,190,1,1,-1,-1,3,-1,-1,-1,2,1,2,1,2,1,1,2,8,-1,-1,5,5,4,4,5,4,-1,-1,-1,5,24,-1,-1,1,5,1,-1,-1,11,6,5,5,2,-1,-1,-1,3,16,3,1,2,3,2,2,1,-1,5,6,3,3,5,4,5,5,5,6,6,5,6,4,4
16,10,211,89,8,2,4,0,2,3,160,1,0,-1,-1,2,-1,-1,-1,1,2,2,1,1,1,1,2,501,-1,-1,4,4,4,0,3,4,-1,-1,-1,4,-1,-1,-1,1,4,1,-1,-1,6,5,4,4,2,-1,-1,-1,3,16,5,1,2,2,0,0,1,-1,2,2,2,4,3,3,3,3,1,4,4,5,5,5,3
16,10,211,89,8,2,4,0,2,3,230,1,1,-1,-1,4,-1,-1,-1,1,1,1,1,1,2,1,2,-1,-1,-1,4,4,4,3,2,3,-1,-1,-1,3,-1,-1,-1,3,0,-1,-1,-1,5,3,3,3,2,-1,-1,-1,3,16,3,1,3,2,2,2,1,-1,6,2,3,3,3,3,3,3,3,6,6,6,6,6,3
16,10,211,89,8,2,4,0,2,3,130,1,1,-1,-1,2,-1,-1,-1,1,2,2,1,3,1,2,2,103,-1,-1,3,6,6,6,2,3,101,-1,-1,4,24,-1,-1,2,0,-1,-1,-1,5,4,5,5,2,-1,-1,-1,3,16,3,1,2,1,2,2,1,-1,4,4,4,4,4,4,3,3,4,4,4,6,6,6,4
16,10,211,89,8,2,4,0,2,3,145,1,1,-1,-1,7,-1,-1,-1,1,2,2,2,3,1,4,2,994,-1,-1,3,6,6,3,3,3,-1,-1,-1,4,21,-1,-1,3,6,-1,-1,-1,7,4,5,3,2,-1,-1,-1,3,16,4,1,2,2,2,2,1,-1,4,3,3,3,3,4,4,4,3,6,6,6,6,6,4
16,10,211,89,8,2,4,0,2,3,100,1,1,-1,-1,3,-1,-1,-1,1,2,2,2,1,2,1,2,-1,-1,-1,5,6,6,6,6,5,-1,-1,-1,3,-1,-1,-1,1,3,-1,-1,-1,11,3,5,3,2,-1,-1,-1,3,12,2,2,1,2,2,2,1,-1,6,6,6,4,4,4,6,6,6,6,6,6,6,6,4
16,10,211,89,8,2,4,0,2,3,190,1,3,-1,-1,2,-1,-1,-1,1,1,1,1,2,1,2,2,501,202,-1,5,6,6,5,5,5,-1,-1,-1,5,27,4,-1,2,0,-1,-1,-1,5,5,5,5,2,-1,-1,-1,3,10,3,1,4,2,2,2,1,-1,5,3,4,4,5,4,5,5,2,3,4,6,6,6,5
16,10,211,89,8,2,4,0,2,3,100,1,2,-1,-1,3,-1,-1,-1,2,2,2,1,1,2,1,2,36,103,-1,5,6,6,4,4,4,-1,-1,-1,5,1,-1,-1,2,0,-1,-1,-1,11,4,4,3,2,-1,-1,-1,3,16,2,1,1,2,2,2,1,-1,3,4,4,5,4,4,6,6,4,6,6,6,6,6,4
16,10,211,89,8,2,4,0,2,3,190,1,1,-1,-1,3,-1,-1,-1,2,1,1,2,1,1,2,2,-1,-1,-1,4,6,6,4,4,4,-1,-1,-1,5,21,16,-1,2,0,-1,-1,-1,11,4,5,5,2,-1,-1,-1,3,11,4,1,2,2,2,2,1,-1,4,4,4,4,4,4,4,4,4,6,6,6,6,6,4
16,29,3944,17,3,2,22,1,1,2,60,1,1,-1,-1,7,-1,-1,-1,2,2,1,2,2,1,3,1,993,-1,-1,4,4,4,4,4,4,-1,-1,-1,5,5,-1,-1,2,0,-1,-1,-1,5,4,5,4,2,-1,-1,-1,3,11,5,1,4,1,2,2,1,-1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
16,29,3944,17,3,2,22,1,1,2,120,1,10,-1,-1,2,-1,-1,-1,1,2,2,2,3,1,4,1,993,202,5,2,4,3,2,3,3,-1,-1,-1,0,-1,-1,-1,0,0,-1,-1,-1,0,0,0,0,0,-1,-1,-1,1,2,4,2,1,2,2,2,1,-1,4,3,3,4,4,4,4,4,4,4,2,4,6,3,4
16,29,3944,17,3,2,22,1,1,2,130,1,1,2,-1,7,-1,-1,-1,1,2,2,1,2,1,3,1,109,-1,-1,3,3,6,6,3,3,-1,-1,-1,3,16,-1,-1,2,0,-1,-1,-1,5,5,5,5,1,4,-1,-1,3,11,5,1,4,1,2,2,1,-1,4,6,4,4,4,4,6,6,4,4,6,4,6,6,4
16,29,3944,17,3,2,22,1,1,2,105,1,3,-1,-1,2,-1,-1,-1,1,2,1,1,1,2,1,1,22,-1,-1,4,6,6,6,4,4,-1,-1,-1,2,5,-1,-1,2,0,-1,-1,-1,5,5,4,4,2,-1,-1,-1,3,11,3,2,1,2,2,2,1,-1,5,4,6,5,5,5,6,6,5,5,6,6,6,6,4
16,29,3944,17,3,2,22,1,1,2,45,1,3,-1,-1,7,-1,-1,-1,1,2,1,1,1,2,1,1,999,-1,-1,4,6,6,6,4,4,-1,-1,-1,4,1,-1,-1,2,0,-1,-1,-1,6,4,4,4,2,-1,-1,-1,3,11,4,2,2,2,2,2,1,-1,5,6,6,5,4,5,6,6,5,6,6,6,6,6,4
16,29,3944,17,3,2,22,1,1,2,120,1,2,-1,-1,2,-1,-1,-1,2,2,2,2,1,2,1,2,210,-1,-1,4,6,6,6,4,4,-1,-1,-1,3,-1,-1,-1,2,0,-1,-1,-1,2,3,4,4,2,-1,-1,-1,3,11,4,1,1,2,2,2,1,-1,5,6,6,4,4,4,6,6,6,6,6,6,6,6,3
16,29,3944,17,3,2,22,1,1,2,55,1,10,-1,-1,2,-1,-1,-1,2,2,2,2,2,1,2,2,-1,-1,-1,4,4,4,4,4,4,-1,-1,-1,4,-1,-1,-1,2,0,-1,-1,-1,5,5,5,5,2,-1,-1,-1,1,1,2,1,1,2,2,1,1,-1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
16,29,3944,17,3,2,22,1,1,2,40,1,2,-1,-1,1,-1,-1,4,1,2,2,2,3,1,4,2,993,-1,-1,5,5,5,5,5,5,-1,-1,-1,5,6,-1,-1,2,0,-1,-1,-1,5,5,5,5,2,-1,-1,-1,1,1,3,2,3,2,1,1,1,-1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
16,29,3944,17,3,2,22,1,1,2,165,1,3,-1,-1,2,-1,-1,-1,1,2,1,1,1,1,2,2,-1,-1,-1,3,3,3,3,3,3,-1,-1,-1,3,-1,-1,-1,2,0,-1,-1,-1,1,3,3,3,2,-1,-1,-1,3,11,4,1,0,2,2,2,1,-1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
16,29,3944,17,3,2,22,1,1,2,109,1,3,-1,-1,2,-1,-1,-1,1,2,2,1,1,1,4,2,5,-1,-1,4,4,4,4,4,4,-1,-1,-1,3,-1,-1,-1,2,0,-1,-1,-1,5,4,4,4,2,-1,-1,-1,1,1,6,2,4,2,2,2,1,-1,4,4,4,4,4,4,4,4,4,4,4,4,4,0,4
16,29,3944,17,3,2,22,1,1,2,45,1,1,2,3,5,-1,-1,-1,2,2,2,2,1,1,1,2,-1,-1,-1,3,3,3,3,3,3,-1,-1,-1,3,-1,-1,-1,2,0,-1,-1,-1,9,3,3,3,2,-1,-1,-1,1,5,2,2,1,3,2,2,1,-1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
16,29,3944,17,3,2,22,1,1,2,105,1,1,-1,-1,7,-1,-1,-1,2,2,2,1,2,1,4,2,-1,-1,-1,5,5,5,5,5,5,-1,-1,-1,5,-1,-1,-1,2,0,-1,-1,-1,5,5,5,5,2,-1,-1,-1,3,11,3,2,3,2,2,2,1,-1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
16,29,4300,54,3,2,30,1,1,2,135,1,2,-1,-1,1,-1,-1,3,1,2,2,2,3,1,4,1,993,-1,-1,3,4,4,3,4,3,-1,-1,-1,4,5,-1,-1,2,0,-1,-1,-1,1,5,5,5,2,-1,-1,-1,1,3,2,1,1,2,2,2,1,-1,5,4,5,4,4,4,6,6,5,5,2,6,6,4,4
16,29,4300,54,3,2,30,1,1,2,99,1,2,-1,-1,9,-1,-1,-1,1,2,1,1,1,2,1,1,-1,-1,-1,4,6,6,6,4,4,-1,-1,-1,4,5,-1,-1,2,0,-1,-1,-1,5,5,5,5,2,-1,-1,-1,3,11,4,2,2,2,2,2,1,-1,5,6,6,5,5,5,6,6,6,5,6,6,6,6,5
16,29,4300,54,3,2,30,1,1,2,120,1,3,-1,-1,2,-1,-1,-1,2,2,2,2,3,1,4,1,993,-1,-1,5,5,5,5,5,5,-1,-1,-1,5,5,-1,-1,2,0,-1,-1,-1,5,5,5,5,2,-1,-1,-1,1,1,6,1,4,2,1,1,1,-1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
16,29,4300,54,3,2,30,1,1,2,120,1,2,-1,-1,1,-1,-1,4,1,2,2,2,2,1,4,1,-1,-1,-1,5,5,5,5,5,5,-1,-1,-1,5,-1,-1,-1,2,0,-1,-1,-1,9,5,5,5,2,-1,-1,-1,3,11,6,2,4,3,2,2,1,-1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
16,29,4300,54,3,2,30,1,1,2,85,1,1,-1,-1,2,-1,-1,-1,1,1,1,1,2,1,3,2,993,-1,-1,5,5,5,5,5,5,-1,-1,-1,5,2,-1,-1,2,0,-1,-1,-1,6,5,5,5,2,-1,-1,-1,1,2,4,2,3,2,2,2,1,-1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
16,29,4300,54,3,2,30,1,1,2,85,1,1,2,3,5,-1,-1,-1,1,2,2,2,2,1,3,2,999,-1,-1,5,5,5,5,5,5,-1,-1,-1,5,2,-1,-1,2,0,-1,-1,-1,5,5,5,5,2,-1,-1,-1,3,10,4,2,4,2,2,2,1,-1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
16,29,4300,54,3,2,30,1,1,2,89,1,1,-1,-1,3,-1,-1,-1,2,2,2,2,1,2,1,2,-1,-1,-1,4,4,4,4,4,4,-1,-1,-1,5,2,-1,-1,2,0,-1,-1,-1,11,4,4,4,2,-1,-1,-1,3,11,3,1,1,2,2,2,1,-1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
16,29,4300,54,3,2,30,1,1,2,15,1,3,-1,-1,5,-1,-1,-1,1,2,2,2,1,1,3,2,-1,-1,-1,5,4,5,4,5,4,-1,-1,-1,4,-1,-1,-1,2,0,-1,-1,-1,6,5,5,5,2,-1,-1,-1,1,2,3,0,0,2,2,2,1,-1,5,4,5,4,5,4,5,4,5,4,5,4,5,4,4
16,29,4300,54,3,2,30,1,1,2,85,1,3,-1,-1,4,-1,-1,-1,2,2,2,2,1,2,1,2,-1,-1,-1,3,2,2,2,2,2,-1,-1,-1,5,-1,-1,-1,2,0,-1,-1,-1,0,5,5,5,2,-1,-1,-1,3,11,2,1,0,2,2,2,1,-1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
16,29,4300,54,3,2,30,1,1,2,70,1,2,-1,-1,4,-1,-1,-1,1,1,1,1,1,2,1,2,-1,-1,-1,6,6,6,6,6,6,-1,-1,-1,5,-1,-1,-1,2,0,-1,-1,-1,2,5,5,5,2,-1,-1,-1,3,11,7,0,1,2,2,2,2,-1,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
16,29,4300,54,3,2,30,1,1,2,45,1,6,-1,-1,4,-1,-1,-1,1,2,1,2,1,1,4,2,-1,-1,-1,5,5,5,5,5,5,-1,-1,-1,5,-1,-1,-1,2,0,-1,-1,-1,6,5,5,5,2,-1,-1,-1,1,2,6,0,4,2,2,1,1,-1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
16,29,4300,54,3,2,30,1,1,2,90,1,3,-1,-1,2,-1,-1,-1,2,2,2,2,1,2,1,2,-1,-1,-1,3,3,3,3,3,3,-1,-1,-1,3,-1,-1,-1,2,0,-1,-1,-1,3,3,3,3,2,-1,-1,-1,3,11,5,2,2,2,2,2,1,-1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
16,29,1843,86,1,2,30,1,1,1,68,1,3,-1,-1,2,-1,-1,-1,1,2,2,1,1,1,4,1,202,701,-1,4,6,6,6,6,4,-1,-1,-1,4,20,-1,-1,2,0,-1,-1,-1,7,4,4,4,2,-1,-1,-1,3,10,3,2,1,2,2,2,1,-1,6,6,6,4,6,4,6,6,5,6,6,6,6,6,4
16,29,1843,86,1,2,30,1,1,1,110,1,1,2,-1,8,-1,-1,-1,1,2,1,1,2,1,2,1,802,-1,-1,4,6,6,4,4,4,-1,-1,-1,5,5,-1,-1,1,4,7,-1,-1,3,5,5,5,1,4,-1,-1,3,10,4,1,3,2,2,2,1,-1,6,3,3,4,6,6,5,6,6,6,6,6,4,6,4
16,29,1843,86,1,2,30,1,1,1,55,1,1,-1,-1,1,-1,-1,3,2,2,1,1,4,1,4,1,22,5,-1,4,6,6,4,4,4,-1,-1,-1,4,5,-1,-1,2,0,-1,-1,-1,6,5,5,5,2,-1,-1,-1,1,2,5,2,3,2,2,1,1,-1,4,3,6,5,5,5,6,6,5,4,4,6,5,6,4
16,29,1843,86,1,2,30,1,1,1,85,1,2,-1,-1,6,-1,-1,-1,1,2,1,1,2,1,3,1,993,203,202,3,4,4,3,4,3,-1,-1,-1,4,21,-1,-1,2,0,-1,-1,-1,5,5,5,5,2,-1,-1,-1,1,1,3,2,2,2,2,1,1,-1,3,2,2,4,4,4,6,6,5,4,6,4,6,3,4
16,29,1843,86,1,2,30,1,1,1,105,1,3,-1,-1,2,-1,-1,-1,2,2,2,1,1,2,1,1,-1,-1,-1,4,6,6,6,0,4,-1,-1,-1,4,5,-1,-1,2,0,-1,-1,-1,6,5,5,5,2,-1,-1,-1,3,10,4,2,2,2,2,2,1,-1,6,6,6,4,6,4,6,6,4,4,6,6,6,6,4
16,29,1843,86,1,2,30,1,1,1,130,1,3,-1,-1,2,-1,-1,-1,2,2,2,2,1,1,2,2,5,22,-1,5,6,6,6,5,5,-1,-1,-1,4,5,-1,-1,2,0,-1,-1,-1,5,5,5,5,2,-1,-1,-1,3,10,3,1,2,2,2,1,1,-1,6,6,6,5,6,5,6,6,6,6,6,6,6,6,4
16,29,1843,86,1,2,30,1,1,1,85,1,2,-1,-1,5,-1,-1,-1,1,2,1,1,1,2,1,2,-1,-1,-1,5,6,6,6,5,5,-1,-1,-1,5,-1,-1,-1,2,0,-1,-1,-1,5,5,5,5,2,-1,-1,-1,3,10,4,1,2,2,2,2,1,-1,4,6,6,4,6,4,6,6,5,6,6,6,6,6,4
16,29,1843,86,1,2,30,1,1,1,75,1,10,-1,-1,9,-1,-1,-1,1,2,1,2,2,1,3,2,-1,-1,-1,4,4,4,4,4,4,-1,-1,-1,4,5,-1,-1,2,0,-1,-1,-1,6,4,4,4,2,-1,-1,-1,1,2,5,1,3,2,2,1,1,-1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
16,29,1843,86,1,2,30,1,1,1,60,1,3,-1,-1,2,-1,-1,-1,1,2,2,1,1,1,4,2,5,20,-1,3,3,3,3,3,3,-1,-1,-1,3,16,-1,-1,2,0,-1,-1,-1,6,3,3,3,2,-1,-1,-1,3,10,3,0,1,2,2,2,1,-1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
16,29,1843,86,1,2,30,1,1,1,70,1,1,-1,-1,4,-1,-1,-1,2,2,2,1,3,1,4,2,-1,-1,-1,4,4,4,4,4,4,-1,-1,-1,4,-1,-1,-1,1,5,1,-1,-1,5,4,5,5,2,-1,-1,-1,1,1,4,1,3,1,1,1,1,-1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
16,29,1843,86,1,2,30,1,1,1,95,1,1,-1,-1,4,-1,-1,-1,2,2,1,1,2,1,2,2,-1,-1,-1,3,6,6,6,3,3,-1,-1,-1,5,7,-1,-1,1,4,3,-1,-1,3,5,5,5,2,-1,-1,-1,3,10,5,0,4,2,2,2,1,-1,3,3,3,3,3,3,6,6,3,6,6,6,6,6,3
16,29,1843,86,1,2,30,1,1,1,70,1,1,-1,-1,4,-1,-1,-1,2,2,1,1,1,2,1,2,-1,-1,-1,3,3,3,3,3,3,-1,-1,-1,3,-1,-1,-1,2,0,-1,-1,-1,5,5,5,5,2,-1,-1,-1,3,10,6,0,4,2,2,2,1,-1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
16,29,1843,86,1,2,30,1,1,1,50,1,3,-1,-1,1,-1,-1,3,1,2,2,1,2,1,3,2,803,802,-1,5,6,5,6,5,5,-1,-1,-1,4,3,-1,-1,2,0,-1,-1,-1,5,5,5,5,2,-1,-1,-1,1,1,3,2,2,2,2,2,1,-1,6,6,6,5,5,5,6,6,5,5,5,6,5,5,5
17,15,854,26,3,3,40,2,1,2,135,1,1,-1,-1,9,-1,-1,-1,1,2,1,1,1,2,1,1,-1,-1,-1,5,5,5,5,5,5,-1,-1,-1,5,24,4,-1,2,0,-1,-1,-1,9,5,5,5,2,-1,-1,-1,3,11,4,2,2,2,2,2,1,-1,5,5,6,5,5,5,6,6,5,4,5,5,6,5,5
16,29,1843,86,1,2,30,1,1,1,55,1,6,-1,-1,8,-1,-1,-1,2,2,2,2,1,2,4,2,22,-1,-1,3,3,3,3,3,3,-1,-1,-1,3,12,-1,-1,2,0,1,-1,-1,7,4,4,4,2,-1,-1,-1,1,2,2,1,1,2,2,2,1,-1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
17,15,854,26,3,3,40,2,1,2,90,1,3,-1,-1,9,-1,-1,-1,2,2,1,1,1,2,1,1,-1,-1,-1,4,4,4,6,5,5,-1,-1,-1,5,24,4,-1,1,4,-1,-1,-1,2,5,1,4,2,-1,-1,-1,3,11,6,1,4,2,2,2,1,-1,5,2,4,3,4,4,6,6,5,1,6,4,6,4,5
16,29,1843,86,1,2,30,1,1,1,100,1,3,-1,-1,4,-1,-1,-1,2,2,2,1,1,2,1,2,-1,-1,-1,6,6,6,6,6,3,-1,-1,-1,1,12,-1,-1,2,0,-1,-1,-1,6,3,3,3,2,-1,-1,-1,1,2,2,0,1,2,2,2,1,-1,6,6,6,6,6,6,6,6,6,6,6,6,6,6,2
16,29,1843,86,1,2,30,1,1,1,135,1,2,-1,-1,5,-1,-1,-1,1,1,1,1,2,1,2,2,802,22,-1,5,5,5,5,5,5,-1,-1,-1,2,16,-1,-1,2,0,-1,-1,-1,6,5,5,5,2,-1,-1,-1,1,2,3,2,1,2,2,2,1,-1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
17,15,854,26,3,3,40,2,1,2,105,1,1,-1,-1,4,-1,-1,-1,2,1,1,2,3,1,2,1,208,-1,-1,4,6,6,6,6,4,-1,-1,-1,5,4,3,-1,1,5,-1,-1,-1,5,4,5,5,2,-1,-1,-1,3,11,6,1,2,2,2,2,1,-1,6,3,4,4,6,4,6,6,6,4,6,6,6,6,3
17,15,854,26,3,3,40,2,1,2,120,1,2,-1,-1,9,-1,-1,-1,1,2,2,1,1,1,1,1,-1,-1,-1,4,4,4,6,4,4,-1,-1,-1,3,-1,-1,-1,2,0,-1,-1,-1,3,5,5,5,2,-1,-1,-1,3,11,4,2,3,2,2,2,1,-1,4,4,4,4,4,4,6,6,4,4,4,4,6,4,4
