1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81
26,8,259,24,3,4,57,D,2,2,70,1,7,,,2,,,,2,2,2,2,1,2,1,2,501,,,5,5,0,5,4,4,,,,5,,,,3,6,,,,5,5,5,5,2,,,,1,90,2,2,1,2,2,2,1,0.720538,6,6,6,6,6,6,6,6,1,6,6,6,6,6,6
26,8,259,24,3,4,57,D,2,2,100,1,2,,,2,,,,1,1,1,0,1,2,1,2,999,,,5,6,6,5,5,5,1,,,4,,,,2,0,,,,5,5,5,5,2,,,,3,12,4,2,2,2,2,2,1,0.720538,4,5,5,5,5,5,4,4,6,4,4,6,6,6,5
26,8,259,24,3,4,57,D,2,2,110,1,6,,,1,,,4,1,1,2,2,2,1,3,2,18,,,4,3,6,4,4,4,,,,4,4,,,1,5,,,,30,3,4,5,2,,,,3,10,7,2,1,2,2,2,1,0.720538,3,3,3,4,4,3,4,6,6,2,6,3,4,6,4
13,29,478,50,1,4,28,B,1,2,60,1,1,,,1,,,1,2,2,1,2,5,1,2,1,610,617,,4,3,0,0,0,0,,,,3,6,,,1,0,1,,,5,5,4,4,2,,,,1,2,4,1,1,2,2,2,1,0.85,4,4,4,4,5,5,6,6,3,1,3,3,2,2,0
13,29,478,50,1,4,28,B,1,2,75,1,1,,,1,,,1,2,2,2,1,6,1,4,1,505,993,,1,6,6,2,3,3,12,,,5,3,,,1,5,2,,,5,5,5,3,2,,,,1,1,5,1,4,1,1,1,1,0.85,6,2,2,3,3,3,1,1,3,2,2,6,6,6,2
13,29,478,50,1,4,28,B,1,2,75,1,1,,,5,,,,2,2,2,2,6,1,4,2,108,,,3,4,3,3,3,3,,,,5,5,,,1,5,7,,,5,5,5,4,2,,,,1,1,5,1,4,2,2,1,1,0.85,2,3,3,4,4,4,6,6,6,3,3,5,6,3,4
13,29,478,50,1,4,28,B,1,2,85,1,1,,,8,,,,2,1,1,2,3,1,4,2,505,,,4,6,6,4,4,4,,,,4,6,,,1,4,7,,,5,4,4,3,1,4,,,3,10,6,2,3,1,1,1,1,0.85,4,4,4,2,3,3,3,3,3,3,6,6,6,6,3
13,29,478,50,1,4,28,B,1,2,75,1,1,,,2,,,,2,2,2,2,5,1,4,2,505,20,202,4,6,6,4,4,4,13,,,5,1,,,2,0,,,,5,4,5,3,1,4,,,1,1,4,1,4,3,2,1,1,0.85,5,4,4,3,3,3,6,6,4,4,4,6,4,6,4
13,29,478,50,1,4,28,B,1,2,105,1,1,,,8,,,,2,2,2,1,4,1,2,2,208,,,5,5,5,5,5,5,,,,5,,,,2,0,,,,6,5,5,5,2,,,,3,11,5,0,3,2,2,2,1,0.85,5,3,3,5,5,5,6,6,5,4,6,5,6,4,4
13,29,478,50,1,4,28,B,1,2,55,1,1,,,1,,,4,2,2,2,2,5,1,4,2,,,,3,3,3,3,3,3,,,,4,,,,1,5,,,,3,3,3,3,2,,,,1,6,3,1,3,3,1,1,1,0.85,3,3,3,3,3,3,3,3,6,3,3,3,3,3,3
13,29,478,50,1,4,28,B,1,2,55,3,1,,,4,,,,2,2,1,1,6,1,2,4,,,,2,2,2,2,1,2,,,,1,,,,1,5,16,,,5,2,1,1,2,,,,1,1,7,1,4,2,1,1,1,0.85,1,2,2,2,2,1,2,2,2,2,2,1,2,2,2
13,29,478,50,1,4,28,B,1,2,75,1,1,,,5,,,,2,2,2,2,3,1,1,2,321,,,4,4,6,4,4,4,,,,5,,,,0,0,,,,5,4,5,3,2,,,,1,1,3,1,2,2,2,2,1,0.85,6,4,6,5,5,5,5,5,5,5,5,5,6,6,4
13,29,478,50,1,4,28,B,1,2,65,1,1,,,1,,,4,2,2,1,1,6,1,4,2,993,,,3,3,3,3,3,3,,,,5,,,,1,5,2,,,3,2,3,3,2,,,,1,6,4,1,4,1,2,1,1,0.85,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3
13,29,478,50,1,4,28,B,1,2,55,1,5,,,4,,,,1,2,2,2,3,1,4,2,,,,5,5,5,5,5,5,,,,5,,,,2,0,,,,6,5,5,5,2,,,,1,2,6,1,4,2,1,2,1,0.85,6,6,6,6,6,6,6,6,6,5,5,5,5,5,4
13,29,478,50,1,4,28,B,1,2,67,1,1,,,2,,,,2,2,1,1,5,1,3,2,,,,4,3,4,3,4,3,,,,5,,,,2,0,,,,5,5,4,3,1,20,,,1,1,3,1,4,1,2,2,1,0.85,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
13,29,478,50,1,4,28,B,1,2,75,1,1,,,1,,,1,2,2,2,2,4,1,4,2,,,,5,6,6,5,5,5,,,,5,,,,2,0,,,,3,5,5,5,2,,,,1,90,4,2,4,2,2,1,1,0.85,4,3,4,5,5,5,6,6,4,4,4,6,3,6,4
13,29,478,50,1,4,28,B,1,2,135,1,4,,,1,,,4,1,1,2,2,3,1,4,2,,,,3,6,6,3,3,3,,,,4,5,,,2,0,,,,9,4,4,4,2,,,,1,7,5,1,4,2,2,1,1,0.85,6,2,2,3,2,2,6,6,3,4,4,6,4,6,3
13,29,478,50,1,4,28,B,1,2,75,1,1,2,,5,,,,2,2,1,2,3,1,4,2,203,206,,5,5,3,4,4,5,,,,5,,,,0,0,,,,5,5,5,5,2,,,,3,10,3,1,2,1,2,2,1,0.85,6,2,3,4,4,5,5,5,5,4,3,5,3,3,4
13,29,478,50,1,4,28,B,1,2,95,1,3,,,5,,,,2,1,2,1,1,1,1,2,202,,,4,6,6,6,3,4,,,,4,,,,1,5,,,,5,5,4,5,2,,,,1,1,2,2,2,2,1,2,1,0.85,1,1,4,4,4,4,4,4,4,6,6,6,6,6,3
13,29,478,50,1,4,28,B,1,2,135,1,4,,,1,,,0,1,0,1,0,3,1,4,2,,,,5,0,0,0,5,5,,,,4,5,,,2,0,,,,9,5,5,5,2,,,,1,8,4,2,2,2,2,2,1,0.85,6,4,0,4,0,4,5,5,4,5,5,0,0,0,4
13,29,478,50,1,4,28,B,1,2,135,1,4,,,2,,,,1,1,2,1,2,1,4,2,702,,,4,6,6,6,4,4,,,,4,,,,2,0,,,,9,5,4,4,2,,,,1,7,5,2,3,2,2,1,1,0.85,3,3,3,5,5,5,4,4,4,5,4,6,6,6,4
16,36,958,83,1,2,51,D,2,2,125,1,1,,,12,,,,1,2,1,2,1,1,2,1,501,,,5,6,6,5,5,5,,,,5,2,,,2,0,,,,7,5,5,5,2,,,,1,4,4,3,3,2,1,2,1,0.952,5,5,5,5,4,5,6,6,3,5,4,6,4,6,5
16,36,958,83,1,2,51,D,2,2,805,1,1,,,3,,,,0,0,1,1,1,1,2,2,,,,4,6,6,4,4,4,,,,4,,,,2,0,,,,11,0,5,6,2,,,,3,10,1,2,3,2,0,0,1,0.952,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
16,36,958,83,1,2,51,D,2,2,140,1,2,,,6,,,,1,0,2,1,3,1,2,2,20,,,5,5,6,0,5,5,,,,4,2,,,2,0,,,,5,3,5,2,1,5,,,1,3,2,2,1,3,2,2,1,0.952,4,5,4,5,5,4,6,6,5,6,6,6,6,6,5
16,36,958,83,1,2,51,D,2,2,120,1,3,,,1,,,1,2,0,0,2,4,1,4,2,,,,5,5,5,5,5,5,,,,4,,,,1,6,,,,0,4,4,3,0,,,,2,91,5,0,0,3,2,1,1,0.952,4,4,4,4,4,4,4,0,0,4,4,0,0,0,0
16,36,958,83,1,2,51,D,2,2,135,1,1,,,12,,,,1,2,1,0,3,1,4,2,,,,5,5,6,5,3,4,,,,5,21,,,2,0,,,,5,5,5,5,2,,,,1,1,7,1,4,2,2,1,1,0.952,5,5,5,5,5,5,5,5,3,5,4,5,6,6,5
16,36,958,83,1,2,51,D,2,2,80,1,1,,,13,,,,2,2,1,1,3,1,4,2,211,,,5,6,6,4,5,5,,,,5,4,9,,1,3,14,,,9,4,5,5,2,,,,1,7,6,2,2,2,2,2,1,0.952,3,3,3,3,3,3,3,3,3,3,3,6,6,6,4
16,36,958,83,1,2,51,D,2,2,80,1,3,,,2,,,,2,2,1,1,3,1,4,2,993,,,5,5,6,4,4,4,,,,5,,,,1,5,1,,,5,3,5,5,2,,,,1,1,6,1,0,2,2,1,1,0.952,5,5,4,4,3,4,6,6,2,3,3,0,6,6,4
16,36,958,83,1,2,51,D,2,2,N,1,3,,,2,,,,2,2,2,2,3,1,4,2,611,,,4,3,3,4,4,4,,,,4,,,,2,0,,,,7,4,4,5,2,,,,1,90,2,1,0,3,1,2,1,0.952,4,3,3,4,4,3,6,6,3,3,3,3,3,3,4
16,36,958,83,1,2,51,D,2,2,170,1,1,,,3,,,,1,0,0,0,2,1,1,2,405,404,,5,0,0,5,5,0,,,,5,,,,2,0,,,,11,0,4,4,1,,,,3,10,5,2,4,2,2,2,1,0.952,4,4,4,4,4,4,0,0,4,0,0,0,0,0,4
16,36,958,83,1,2,51,D,2,2,140,1,2,,,3,,,,1,2,2,1,1,2,1,2,,,,5,6,6,6,5,5,,,,5,,,,2,0,,,,11,6,4,4,2,,,,3,16,3,2,3,2,2,2,1,0.952,5,4,3,4,3,4,6,4,5,6,6,6,6,6,4
13,35,1791,16,2,4,26,B,1,2,135,1,3,,,2,,,,2,2,2,2,3,1,2,1,,,,5,5,5,5,5,5,,,,5,21,,,2,0,,,,15,5,5,5,2,,,,2,10,5,2,2,3,1,2,1,0.373206,6,6,6,5,5,5,5,5,5,5,5,5,5,5,5
13,35,1791,16,2,4,26,B,1,2,75,1,3,,,2,,,,1,1,2,2,3,1,4,2,6,,,4,4,4,4,4,4,,,,4,,,,1,5,,,,0,0,0,0,0,,,,0,99,0,0,0,0,0,0,1,0.373206,2,2,2,2,2,3,2,2,3,3,3,3,3,3,3
13,35,1791,16,2,4,26,B,1,2,105,1,3,,,2,,,,1,1,1,1,1,2,1,2,316,326,,5,6,6,5,5,5,,,,5,1,,,2,0,,,,6,5,3,4,1,5,1,,3,16,2,2,1,2,2,2,1,0.373206,4,0,0,0,0,5,3,4,5,5,6,6,6,6,4
13,35,1791,16,2,4,26,B,1,2,95,1,3,,,4,,,,2,2,1,2,3,1,4,2,208,,,5,3,2,4,4,4,,,,5,6,,,2,0,,,,5,4,5,5,2,,,,1,1,5,1,4,2,0,1,1,0.373206,5,4,3,3,3,3,6,6,3,0,0,0,0,0,0
13,35,1791,16,2,4,26,B,1,2,105,1,1,,,1,,,3,2,2,2,2,4,1,4,2,,,,5,5,5,5,5,5,,,,4,,,,2,3,,,,2,4,4,4,2,,,,1,5,4,2,3,2,1,1,1,0.373206,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4
13,35,1791,16,2,4,26,B,1,2,135,1,3,,,1,,,3,1,1,1,1,3,1,2,2,605,,,5,5,6,3,5,5,1,,,3,,,,2,0,,,,24,5,2,4,1,22,10,,1,90,2,2,0,1,2,2,1,0.373206,4,3,4,4,4,5,4,4,5,2,2,4,6,6,4
13,35,1791,16,2,4,26,B,1,2,105,1,1,,,5,,,,1,2,1,1,3,1,4,2,,,,4,4,4,4,4,4,,,,5,,,,1,5,,,,1,5,5,5,2,,,,1,3,4,0,3,2,1,1,1,0.373206,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
13,35,1791,16,2,4,26,B,1,2,75,1,3,,,2,,,,2,2,2,2,1,1,1,2,306,,,5,6,6,6,6,5,,,,5,,,,1,5,1,,,5,5,5,5,2,,,,3,12,3,2,0,2,2,2,1,0.373206,6,6,6,6,0,5,5,6,6,5,4,6,6,6,5
13,35,1791,16,2,4,26,B,1,2,105,1,3,,,1,,,3,1,1,1,1,1,1,1,2,,,,5,5,5,5,5,5,,,,3,16,,,2,0,,,,24,3,5,5,2,,,,2,10,3,2,2,2,1,0,1,0.373206,6,4,4,2,5,5,1,1,5,3,3,6,4,6,4
13,35,1791,16,2,4,26,B,1,2,155,1,2,,,5,,,,1,1,1,1,1,2,1,2,,,,5,5,6,6,4,4,,,,4,5,,,2,0,,,,7,5,0,0,1,24,31,,3,15,3,2,0,3,2,2,1,0.373206,6,3,2,3,4,4,4,4,5,4,6,5,6,6,3
13,35,1791,16,2,4,26,B,1,2,105,1,3,,,6,,,,2,2,1,2,3,1,4,2,,,,5,5,6,5,5,5,,,,5,,,,1,5,,,,1,5,5,5,2,,,,1,3,7,3,3,2,0,1,1,0.373206,5,3,3,4,4,4,3,3,4,4,4,4,4,4,4
13,35,1791,16,2,4,26,B,1,2,90,1,2,,,2,,,,1,1,1,1,3,1,3,2,,,,5,6,6,5,5,5,,,,5,,,,2,0,,,,1,4,4,5,2,,,,3,12,3,2,2,1,1,1,1,0.373206,4,4,4,4,4,5,4,4,5,5,6,6,6,6,4
13,35,1791,16,2,4,26,B,1,2,90,1,3,,,7,,,,1,0,1,0,2,1,4,2,,,,4,6,6,3,4,4,,,,5,,,,0,4,,,,7,0,4,4,2,,,,2,10,7,1,4,2,1,0,1,0.373206,4,4,6,4,6,4,6,6,4,6,6,6,6,6,0
13,35,1791,16,2,4,26,B,1,2,75,1,4,,,2,,,,2,2,1,2,3,1,4,2,,,,4,4,4,4,4,4,,,,4,21,,,2,6,,,,2,4,4,4,2,,,,1,5,2,2,0,3,2,1,1,0.373206,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
13,35,1791,16,2,4,26,B,1,2,135,1,2,,,2,,,,1,1,2,2,2,1,4,2,,,,5,6,6,5,5,5,,,,5,1,,,1,5,,,,37,5,5,5,1,5,4,,2,10,4,2,0,2,1,0,1,0.373206,5,5,5,5,5,5,5,5,6,5,5,6,5,6,5
13,35,1791,16,2,4,26,B,1,2,130,1,2,,,2,,,,1,1,2,2,0,1,4,2,999,,,4,6,6,6,0,4,,,,5,,,,1,4,,,,2,4,3,3,2,,,,1,5,7,2,2,2,0,1,1,0.373206,4,3,3,5,5,4,3,3,6,0,0,0,0,0,3
13,35,1791,16,2,4,26,B,1,2,90,1,3,,,8,,,,2,1,1,1,3,1,4,2,,,,4,4,6,4,4,4,,,,5,,,,1,5,1,13,,18,5,4,5,1,,,,2,10,5,0,4,2,2,1,1,0.373206,5,3,3,4,4,3,6,6,3,3,6,3,6,6,4
13,35,1791,16,2,4,26,B,1,2,90,1,6,,,8,,,,2,2,2,1,3,1,4,2,,,,3,3,6,3,4,4,,,,4,,,,3,0,,,,18,3,4,5,2,,,,2,10,1,2,3,2,2,2,1,0.373206,3,3,3,4,2,3,6,6,4,5,6,4,6,6,4
13,35,1791,16,2,4,26,B,1,2,90,1,3,,,8,,,,2,1,1,1,3,1,4,2,,,,5,5,5,5,5,5,,,,5,,,,3,0,,,,5,5,5,5,2,,,,2,10,1,2,4,2,3,3,1,0.373206,5,5,4,5,5,4,3,3,3,4,3,4,3,4,4
13,35,718,71,2,3,21,B,1,1,90,1,1,,,6,,,,2,2,2,2,1,1,4,2,205,203,,5,5,5,5,5,5,,,,4,6,,,3,0,,,,5,4,4,4,2,,,,1,1,4,1,0,2,2,2,1,0.373206,6,3,3,3,3,3,4,4,3,3,3,4,3,3,4
13,35,718,71,2,3,21,B,1,1,90,1,3,,,2,,,,1,2,2,2,1,1,4,2,,,,4,6,6,6,4,4,,,,3,,,,2,0,,,,5,5,4,4,1,8,,,3,15,5,2,2,2,2,2,1,0.373206,0,6,6,4,3,3,3,3,6,6,6,6,6,6,3
13,35,718,71,2,3,21,B,1,1,90,1,1,,,2,,,,2,2,2,2,1,1,4,2,,,,0,0,0,0,0,0,,,,5,,,,2,0,,,,6,5,5,5,2,,,,1,2,0,0,0,2,2,2,1,0.373206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,35,718,71,2,3,21,B,1,1,120,1,2,,,4,,,,1,3,3,1,1,1,4,2,,,,4,6,6,0,4,4,,,,4,,,,1,5,1,,,23,0,6,6,2,,,,2,10,6,2,4,2,0,2,1,0.373206,3,0,0,4,4,4,0,0,5,4,6,6,6,6,0
13,35,718,71,2,3,21,B,1,1,90,1,2,,,13,,,,1,2,2,2,3,1,4,2,,,,4,6,6,4,4,4,,,,5,,,,2,0,,,,3,5,5,4,2,,,,1,6,7,2,3,2,2,1,1,0.373206,5,4,4,4,4,5,3,3,6,3,3,6,4,6,4
13,35,718,71,2,3,21,B,1,1,160,1,1,,,9,,,,1,1,2,2,1,2,1,2,203,508,,5,5,5,6,4,5,,,,4,,,,2,0,,,,0,3,4,3,2,,,,3,12,5,1,0,2,2,2,1,0.373206,6,6,3,3,3,3,6,6,6,3,6,3,3,3,3
13,35,718,71,2,3,21,B,1,1,120,1,1,,,13,,,,2,2,1,1,3,1,2,2,,,,5,4,6,3,4,4,,,,4,,,,1,3,,,,3,4,4,4,2,,,,1,6,5,2,2,2,2,1,1,0.373206,4,4,4,3,3,3,3,6,5,4,6,3,6,6,4
13,35,718,71,2,3,21,B,1,1,120,1,2,,,2,,,,2,2,1,2,1,1,2,2,,,,5,6,6,4,4,5,,,,5,5,,,1,3,,,,5,5,5,5,2,,,,1,1,4,1,2,2,2,2,1,0.373206,6,2,2,4,4,4,4,4,6,6,6,6,6,6,4
13,35,718,71,2,3,21,B,1,1,90,1,1,,,4,,,,2,1,1,0,3,1,4,2,802,103,,3,3,3,3,3,3,,,,3,22,,,2,0,,,,5,0,3,1,1,21,,,3,12,6,1,4,1,1,2,1,0.373206,2,4,3,1,3,3,6,6,6,6,6,6,6,6,3
13,35,718,71,2,3,21,B,1,1,90,1,1,,,6,,,,2,1,1,2,2,1,4,2,205,,,4,4,6,3,3,3,,,,4,,,,3,0,,,,1,4,5,5,2,,,,1,3,3,2,3,2,2,1,1,0.373206,6,3,3,4,4,4,3,3,6,3,3,4,6,6,4
13,35,718,71,2,3,21,B,1,1,180,1,4,,,1,,,1,1,2,1,1,1,1,4,2,,,,4,0,6,4,3,4,,,,4,,,,2,0,,,,2,4,5,5,2,,,,1,5,2,1,1,2,2,1,1,0.373206,3,4,4,4,5,5,4,4,5,5,5,6,6,6,4
13,35,718,71,2,3,21,B,1,1,120,1,3,,,0,,,,1,2,2,1,2,1,4,2,,,,5,6,6,4,4,5,,,,4,21,,,1,5,,,,2,4,4,4,2,,,,1,5,7,2,3,2,0,1,1,0.373206,4,3,4,4,4,5,3,3,4,4,2,2,2,6,4
13,35,718,71,2,3,21,B,1,1,120,1,3,,,2,,,,1,1,1,2,2,1,4,2,999,,,4,6,6,4,3,4,,,,3,16,,,1,5,,,,7,5,5,5,2,,,,1,4,6,2,2,2,2,2,1,0.373206,4,5,5,5,5,4,6,6,6,5,5,5,6,6,5
13,35,718,71,2,3,21,B,1,1,120,1,2,,,2,,,,1,1,1,1,1,2,1,2,,,,4,6,6,6,4,0,107,,,5,5,,,2,0,,,,1,5,5,5,2,,,,3,12,7,2,2,2,2,2,1,0.373206,6,6,4,5,6,5,6,6,4,6,6,6,6,6,4
13,35,718,71,2,3,21,B,1,1,150,1,2,,,3,,,,1,1,1,2,3,1,1,2,,,,5,5,5,5,5,5,,,,2,,,,2,0,,,,11,1,2,2,2,,,,3,15,2,1,1,2,2,2,1,0.373206,4,4,4,4,4,4,4,4,4,5,5,5,5,5,5
13,35,718,71,2,3,21,B,1,1,105,1,0,,,6,,,,1,2,2,2,2,1,1,2,,,,5,5,5,5,4,5,,,,4,,,,3,6,,,,1,3,5,3,1,9,,,3,15,2,2,1,2,2,1,1,0.373206,3,2,3,2,3,4,4,4,4,6,6,4,6,6,4
13,35,718,71,2,3,21,B,1,1,100,1,3,,,12,,,,1,1,1,2,3,1,4,2,993,,,4,6,6,6,3,4,,,,5,,,,1,1,7,4,,1,5,5,5,2,,,,1,3,5,2,3,2,2,1,1,0.373206,5,3,4,4,3,4,6,6,6,4,3,6,4,3,4
13,35,718,71,2,3,21,B,1,1,90,1,1,,,9,,,,2,1,1,1,5,1,4,2,993,205,,4,5,5,3,3,4,,,,5,5,,,1,5,1,,,6,3,5,5,2,,,,3,12,3,1,4,2,1,2,1,0.373206,0,2,2,5,5,5,3,6,3,4,6,5,6,4,4
13,35,718,71,2,3,21,B,1,1,90,1,2,,,6,,,,2,2,2,1,5,1,4,2,,,,3,3,6,3,3,3,,,,4,,,,2,0,,,,1,3,4,4,2,,,,1,90,4,2,2,1,1,1,3,0.373206,3,2,2,4,3,3,3,3,4,4,4,4,3,6,3
13,35,718,71,2,3,21,B,1,1,90,1,2,,,2,,,,1,0,0,0,1,2,1,2,,,,0,0,0,0,0,0,,,,5,,,,1,1,,,,7,0,5,5,2,,,,1,90,6,2,5,0,1,0,3,0.373206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,35,718,71,2,3,21,B,1,1,90,1,2,3,,2,,,,1,2,2,2,4,1,2,2,,,,5,5,5,5,5,5,,,,5,5,,,1,5,,,,7,5,5,5,1,,,,1,4,3,2,5,1,1,2,3,0.373206,3,4,5,5,5,5,5,5,5,5,5,5,5,5,5
13,35,776,72,1,4,23,B,1,1,145,1,6,,,2,,,,1,2,2,2,1,1,2,1,993,,,4,6,6,4,4,4,,,,5,5,,,2,0,,,,6,4,4,4,2,,,,2,10,3,2,2,2,2,2,1,0.373206,3,3,3,3,3,3,6,6,1,4,3,6,6,6,5
13,35,776,72,1,4,23,B,1,1,135,1,1,,,9,,,,2,1,2,2,2,1,2,1,202,,,5,5,4,6,4,3,2,,,4,3,,,2,0,,,,9,4,4,4,2,,,,3,10,4,1,3,1,2,2,1,0.373206,6,6,3,4,4,4,6,6,1,4,6,5,6,4,4
13,35,776,72,1,4,23,B,1,1,105,1,3,,,2,,,,2,2,2,2,1,1,4,1,12,,,4,6,6,6,4,4,,,,3,8,,,2,0,,,,6,5,5,5,2,,,,3,10,5,2,2,2,2,2,1,0.373206,6,6,3,4,5,3,6,6,6,6,6,6,6,6,4
13,35,776,72,1,4,23,B,1,1,115,1,2,,,5,,,,2,2,1,1,2,1,4,1,5,22,,4,6,6,4,4,4,1,,,5,8,,,2,0,,,,5,4,4,4,2,,,,1,1,2,2,1,2,2,2,1,0.373206,2,3,2,4,4,4,6,6,2,6,2,6,6,6,3
13,35,776,72,1,4,23,B,1,1,155,1,5,,,1,,,0,0,3,0,1,1,2,1,2,4,,,3,3,3,3,2,3,,,,4,21,,,2,0,,,,2,3,3,3,2,,,,1,5,4,1,2,2,0,1,1,0.373206,1,3,0,4,3,3,3,3,4,4,4,4,4,4,3
13,35,776,72,1,4,23,B,1,1,75,1,1,,,13,,,,2,2,2,1,1,1,1,2,,,,4,4,4,4,4,4,,,,4,5,,,2,0,,,,9,4,5,5,2,,,,1,7,3,1,3,2,2,1,1,0.373206,3,3,3,4,4,5,4,4,4,3,6,4,6,4,4
13,35,776,72,1,4,23,B,1,1,105,1,3,,,2,,,,2,1,2,2,3,1,4,2,,,,5,5,6,5,4,5,,,,5,32,,,2,0,,,,5,4,5,5,2,,,,1,1,4,1,2,2,0,1,1,0.373206,6,4,4,4,4,4,6,6,6,4,4,5,4,4,5
13,35,776,72,1,4,23,B,1,1,135,1,3,,,7,,,,1,2,1,1,2,1,4,2,306,,,4,4,6,4,4,4,,,,5,4,,,1,5,2,,,1,5,5,5,2,,,,1,3,2,2,0,3,2,1,1,0.373206,4,4,4,4,4,4,4,4,4,4,4,4,6,6,4
13,35,776,72,1,4,23,B,1,1,90,1,1,,,5,,,,2,2,2,2,3,1,4,2,,,,3,6,6,6,3,3,,,,5,,,,1,4,,,,5,4,4,4,2,,,,3,11,4,1,4,2,1,1,1,0.373206,6,6,3,3,3,4,6,6,6,6,6,6,6,6,3
13,35,776,72,1,4,23,B,1,1,90,1,2,,,5,,,,1,1,1,0,4,1,4,2,993,,,5,0,0,5,5,5,12,,,4,,,,2,0,,,,6,5,5,5,2,,,,1,2,3,2,0,2,2,2,1,0.373206,5,5,5,5,5,5,5,5,5,4,4,6,3,6,5
13,35,776,72,1,4,23,B,1,1,155,1,4,,,1,,,3,2,1,1,1,2,1,2,2,,,,2,6,6,2,3,2,,,,3,,,,2,0,,,,2,3,3,3,2,,,,1,5,4,2,4,1,1,1,1,0.373206,1,1,1,2,2,2,2,2,3,4,4,6,4,6,3
29,22,606,2,6,4,8,A,2,3,170,1,4,,,2,,,,1,2,2,2,1,1,4,1,,,,5,6,6,5,4,5,,,,5,21,,,2,0,,,,7,4,5,5,2,,,,1,4,2,2,0,1,1,1,1,0.669478,5,5,5,5,5,4,6,6,6,5,5,6,5,6,5
13,35,776,72,1,4,23,B,1,1,105,1,3,,,5,,,,2,2,1,1,3,1,2,2,,,,4,5,6,5,5,5,,,,3,,,,2,0,,,,5,5,5,2,2,,,,1,1,3,1,3,1,2,2,1,0.373206,5,4,4,5,5,4,6,6,5,6,6,5,6,6,5
13,35,776,72,1,4,23,B,1,1,105,1,1,,,9,,,,2,2,2,1,4,1,4,2,,,,4,4,4,4,4,4,8,,,5,,,,1,5,1,,,5,4,5,5,2,,,,3,11,4,1,4,1,2,1,1,0.373206,6,3,3,3,3,2,6,6,5,4,3,5,6,3,4
29,22,606,2,6,4,8,A,2,3,140,1,1,,,9,,,,1,1,1,2,1,2,1,2,1,21,,4,4,4,6,6,4,,,,3,4,,,2,0,,,,7,4,5,3,2,,,,3,15,5,1,0,2,2,2,1,0.669478,4,3,3,1,4,3,4,6,6,4,6,5,6,4,3
13,35,776,72,1,4,23,B,1,1,245,1,1,,,2,,,,1,0,0,0,3,1,4,2,,,,2,3,3,2,3,2,,,,3,,,,1,3,,,,1,2,3,3,1,1,,,1,3,4,2,3,3,3,1,1,0.373206,3,4,0,1,2,3,3,3,1,2,2,2,3,2,2
29,22,606,2,6,4,8,A,2,3,170,1,2,,,9,,,,1,1,1,1,2,1,4,2,999,,,4,4,4,4,4,4,,,,4,,,,1,5,,,,5,4,5,0,2,,,,3,15,6,2,3,2,2,2,1,0.669478,4,3,3,4,4,4,4,4,3,4,5,5,6,5,4
13,35,776,72,1,4,23,B,1,1,105,1,1,,,1,,,3,1,2,2,1,3,1,4,2,993,,,4,6,6,3,4,3,,,,5,,,,2,0,,,,6,3,5,4,2,,,,1,2,5,1,3,1,1,2,1,0.373206,3,3,0,0,0,0,0,0,4,4,3,6,3,6,3
29,22,606,2,6,4,8,A,2,3,170,1,3,,,2,,,,1,1,2,1,1,2,1,2,,,,4,6,6,6,4,4,,,,4,,,,3,6,,,,5,4,5,4,2,,,,3,15,3,2,0,3,2,2,1,0.669478,3,6,4,4,6,4,6,6,5,6,6,6,6,6,4
13,35,776,72,1,4,23,B,1,1,120,1,6,,,9,,,,1,2,1,2,1,1,4,2,,,,4,5,4,3,3,3,,,,5,,,,1,4,,,,2,0,5,5,2,,,,1,5,3,1,3,2,2,1,1,0.373206,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
29,22,606,2,6,4,8,A,2,3,140,1,2,,,7,,,,1,2,1,1,3,1,4,2,1,,,5,6,6,0,3,4,,,,5,,,,2,0,,,,1,5,4,3,2,,,,1,3,7,2,1,2,2,1,1,0.669478,5,4,5,5,5,5,6,6,4,6,6,6,6,6,4
13,35,776,72,1,4,23,B,1,1,135,1,2,,,1,,,3,1,2,1,2,3,1,4,2,,,,3,6,6,3,3,3,,,,3,,,,0,0,,,,2,2,3,3,2,,,,1,5,4,2,4,2,1,1,1,0.373206,6,2,2,3,3,3,6,6,6,2,2,6,4,6,3
29,22,606,2,6,4,8,A,2,3,230,1,2,,,1,,,4,1,0,1,0,2,1,4,2,111,,,5,0,0,5,5,5,,,,5,,,,1,3,,,,10,0,4,4,2,,,,2,10,7,2,2,2,1,1,1,0.669478,5,4,4,4,5,0,0,0,0,3,3,0,0,0,4
